Total Purchase YTD,Date First Purchase,Birth Date,Marital Status,Yearly Income,Gender,Total Children,Number Children At Home,Education,Occupation,Home Owner Flag,Number Cars Owned
"6,786.12",7/5/2002,6/2/1977,S,25001-50000,M,0,0,Partial College,Clerical,TRUE,1
8.99,1/24/2004,6/2/1977,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
539.99,5/5/2004,6/2/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
"5,888.24",4/30/2002,6/4/1977,M,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,2
47.26,8/15/2003,6/4/1977,M,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
77.25,3/10/2004,6/4/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
69.47,11/14/2003,6/4/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
83.97,9/6/2003,6/4/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
49.48,2/28/2004,6/4/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"4,406.39",6/29/2003,6/5/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
58.98,2/21/2004,6/5/1977,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
14.98,1/8/2004,6/5/1977,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
184.48,10/1/2003,6/5/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"6,665.58",10/8/2001,6/6/1977,M,0-25000,F,0,0,Graduate Degree,Manual,TRUE,0
86.96,9/12/2003,6/6/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
32.28,5/2/2004,6/6/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
118.96,7/25/2004,6/6/1977,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"3,021.02",8/25/2002,6/7/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
64.47,4/2/2004,6/7/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
603.49,5/22/2004,6/8/1977,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
36.96,11/13/2003,6/9/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,2
"3,807.40",4/23/2003,6/9/1977,M,0-25000,M,1,1,High School,Manual,TRUE,0
49.97,10/11/2003,6/11/1977,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,2
27.77,10/10/2003,6/11/1977,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"3,112.33",7/24/2003,6/12/1977,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"3,835.07",2/1/2003,6/12/1977,S,0-25000,F,0,0,Partial College,Manual,FALSE,0
27.28,2/15/2004,6/12/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
69.99,9/16/2003,6/14/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
75.48,9/20/2003,6/14/1977,S,0-25000,F,0,0,High School,Manual,FALSE,1
32.28,8/11/2003,6/14/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
71.58,1/12/2004,6/14/1977,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"1,350.75",4/14/2003,6/14/1977,S,0-25000,F,0,0,Partial College,Manual,FALSE,0
134.95,8/28/2003,6/15/1977,S,0-25000,M,0,0,High School,Manual,TRUE,1
4.99,10/14/2003,6/17/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
133.93,2/16/2004,6/18/1977,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
33.43,6/27/2004,6/18/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
791.32,4/21/2004,6/18/1977,S,0-25000,M,0,0,Partial College,Manual,TRUE,0
84.96,7/26/2004,6/19/1977,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
113.96,11/16/2003,6/20/1977,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
29.48,2/19/2004,6/20/1977,M,0-25000,M,0,0,High School,Manual,FALSE,1
"5,976.74",5/12/2002,6/21/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"1,134.47",6/27/2004,6/21/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
4.99,2/23/2004,6/23/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
69.99,4/27/2004,6/23/1977,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,2
4.99,10/22/2003,6/30/1977,S,25001-50000,M,0,0,Partial College,Clerical,TRUE,1
37.27,8/7/2003,6/30/1977,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
166.28,5/2/2004,7/4/1977,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
119.96,3/6/2004,7/4/1977,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
67.49,10/3/2003,7/4/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,2
7.28,5/28/2004,7/5/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"4,752.75",10/26/2001,7/5/1977,S,0-25000,M,1,1,High School,Manual,FALSE,0
37.27,11/17/2003,7/5/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
34.89,6/18/2004,7/5/1977,S,25001-50000,F,5,5,Partial College,Clerical,FALSE,3
68.97,5/17/2004,7/7/1977,S,0-25000,F,0,0,High School,Manual,TRUE,1
23.78,7/4/2004,7/9/1977,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
29.98,12/6/2003,7/9/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
69.99,2/2/2004,7/11/1977,M,75001-100000,M,3,0,Bachelors ,Management,TRUE,3
"1,239.09",11/11/2001,7/11/1977,S,0-25000,M,0,0,Partial College,Manual,FALSE,0
76.97,3/11/2004,7/12/1977,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
73.96,1/26/2004,7/12/1977,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
"4,230.73",6/28/2002,7/12/1977,S,0-25000,F,0,0,High School,Manual,FALSE,2
116.95,5/19/2004,7/16/1977,S,25001-50000,M,0,0,Partial College,Clerical,TRUE,1
69.97,3/3/2004,7/16/1977,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
"4,529.04",1/8/2003,7/17/1977,M,0-25000,F,0,0,Partial College,Manual,TRUE,0
76.96,9/20/2003,7/17/1977,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
28.98,4/23/2004,7/21/1977,S,25001-50000,M,5,5,Partial College,Clerical,TRUE,3
78.98,4/22/2004,7/21/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
78.96,5/8/2004,7/21/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"2,639.08",7/31/2002,7/24/1977,S,0-25000,F,1,1,High School,Manual,FALSE,0
64.5,9/21/2003,7/24/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
39.98,9/25/2003,7/24/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
588.96,12/13/2003,7/24/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
106.96,2/8/2004,7/25/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"4,414.72",5/17/2002,7/25/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
"4,752.75",7/4/2001,7/27/1977,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
"2,419.06",12/8/2003,7/27/1977,M,0-25000,F,0,0,High School,Manual,TRUE,2
67.49,12/9/2003,7/27/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"2,350.96",10/4/2003,7/31/1977,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,2
284.56,6/12/2004,8/2/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
78.98,2/14/2004,8/2/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"4,134.53",6/21/2002,8/2/1977,S,0-25000,M,0,0,Partial College,Manual,FALSE,0
29.99,7/10/2004,8/2/1977,S,25001-50000,M,0,0,Bachelors ,Professional,TRUE,2
39.98,7/17/2004,8/3/1977,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
"1,145.48",6/15/2004,8/3/1977,S,25001-50000,F,5,5,Partial College,Clerical,TRUE,1
45.58,8/26/2003,8/7/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
"3,803.56",4/16/2003,8/9/1977,S,0-25000,F,0,0,Partial College,Manual,TRUE,0
27.28,1/24/2004,8/9/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"2,821.51",11/15/2002,8/11/1977,S,0-25000,M,0,0,Partial College,Manual,TRUE,0
23.78,12/31/2003,8/11/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,2
251.2,8/3/2003,8/12/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
980.77,8/16/2003,8/13/1977,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
37.97,4/13/2004,8/14/1977,S,25001-50000,F,5,5,Partial College,Clerical,TRUE,2
34.89,1/12/2004,8/14/1977,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
119.98,4/3/2004,8/17/1977,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
60.47,4/12/2004,8/17/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
128.97,6/25/2004,8/17/1977,S,25001-50000,F,0,0,Bachelors ,Professional,FALSE,2
"5,932.22",7/21/2001,8/20/1977,S,25001-50000,M,0,0,Partial College,Clerical,TRUE,1
209.83,8/27/2003,8/20/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
45.95,10/5/2003,8/20/1977,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
60.47,6/2/2004,8/20/1977,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
7.28,5/31/2004,8/20/1977,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
7.28,2/24/2004,8/22/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
84.97,7/10/2004,8/22/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
21.49,4/29/2004,8/22/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
"3,772.41",5/3/2003,8/23/1977,S,0-25000,F,0,0,High School,Manual,TRUE,2
563.77,12/11/2003,8/23/1977,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"1,274.08",2/15/2002,8/23/1977,S,0-25000,M,0,0,Partial College,Manual,FALSE,0
8.99,4/20/2004,8/24/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
36.96,3/25/2004,8/24/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,2
58.98,7/16/2004,9/2/1977,S,0-25000,M,0,0,High School,Manual,TRUE,1
69.99,9/3/2003,9/3/1977,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"2,961.04",7/22/2002,9/4/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"4,632.86",11/30/2002,9/4/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
12.94,5/6/2004,9/4/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
756.33,4/16/2004,9/4/1977,S,0-25000,M,1,1,High School,Manual,FALSE,0
"3,826.40",4/27/2003,9/7/1977,M,0-25000,F,1,1,High School,Manual,TRUE,0
12.94,5/7/2004,9/7/1977,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"1,134.47",5/24/2004,9/7/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
"4,531.04",1/10/2003,9/9/1977,M,0-25000,F,0,0,Partial College,Manual,TRUE,0
119.98,7/2/2004,9/9/1977,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,2
"2,983.34",3/4/2003,9/10/1977,S,0-25000,M,0,0,High School,Manual,FALSE,2
80.96,6/24/2004,9/11/1977,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,2
13.98,7/1/2004,9/11/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
100.94,8/21/2003,9/12/1977,M,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"2,746.04",3/2/2003,9/12/1977,S,0-25000,F,0,0,Partial College,Manual,FALSE,0
96.07,1/21/2004,9/12/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
78.98,8/13/2003,9/12/1977,S,25001-50000,M,0,0,Bachelors ,Professional,FALSE,2
28.99,8/8/2003,9/14/1977,M,0-25000,F,0,0,High School,Manual,FALSE,1
"5,957.22",7/20/2001,9/15/1977,S,0-25000,F,0,0,High School,Manual,FALSE,1
4.99,9/17/2003,9/15/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,2
48.98,6/23/2004,9/16/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
32.28,2/19/2004,9/16/1977,S,0-25000,F,0,0,High School,Manual,TRUE,1
"3,807.40",5/2/2003,9/19/1977,S,0-25000,M,0,0,High School,Manual,TRUE,2
59.98,12/16/2003,9/19/1977,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"4,698.76",10/11/2001,9/19/1977,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
4.99,3/13/2004,9/19/1977,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
23.97,5/4/2004,9/19/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"1,253.07",11/14/2001,9/19/1977,S,0-25000,M,1,1,High School,Manual,TRUE,0
30.48,11/14/2003,9/19/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
28.99,8/16/2003,9/19/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"1,268.84",9/11/2003,9/19/1977,S,0-25000,F,1,1,High School,Manual,TRUE,0
42.95,9/7/2003,9/20/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"2,316.97",6/15/2004,9/20/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"1,253.07",12/18/2001,9/20/1977,M,0-25000,F,0,0,Partial College,Manual,TRUE,0
23.78,11/22/2003,9/20/1977,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
588.96,5/3/2004,9/20/1977,S,25001-50000,M,0,0,Partial College,Clerical,TRUE,1
"3,001.04",8/19/2002,9/22/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
64.97,7/1/2004,9/22/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
64.47,5/18/2004,9/24/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
88.97,2/22/2004,9/24/1977,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
27.28,10/11/2003,9/24/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"2,049.10",2/2/2003,9/24/1977,S,25001-50000,M,0,0,Partial College,Clerical,TRUE,1
14.98,12/30/2003,9/25/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"1,253.07",11/16/2001,9/25/1977,M,0-25000,F,0,0,Partial College,Manual,TRUE,0
8.99,2/1/2004,9/26/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
"3,295.43",8/6/2002,9/26/1977,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
39.98,6/4/2004,9/26/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
63.97,2/18/2004,9/26/1977,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"3,938.95",6/26/2002,9/30/1977,M,0-25000,M,0,0,Partial College,Manual,FALSE,0
29.48,1/17/2004,9/30/1977,M,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
21.98,7/6/2004,10/3/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
71.94,6/21/2004,10/3/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,2
"3,018.33",10/31/2002,10/3/1977,M,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
"1,579.40",7/19/2002,10/4/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
4.99,10/30/2003,10/4/1977,S,0-25000,F,0,0,High School,Manual,FALSE,1
"2,983.34",4/6/2003,10/5/1977,S,0-25000,F,0,0,High School,Manual,TRUE,2
59.98,12/30/2003,10/6/1977,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
777.34,4/20/2004,10/8/1977,M,0-25000,M,0,0,High School,Manual,TRUE,2
"4,118.26",4/8/2002,10/9/1977,M,0-25000,F,0,0,High School,Manual,FALSE,2
37.27,2/22/2004,10/9/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
"2,810.53",4/28/2003,10/9/1977,S,0-25000,M,0,0,Partial College,Manual,FALSE,0
"2,735.53",11/9/2002,10/11/1977,S,0-25000,M,0,0,High School,Manual,FALSE,2
"5,994.72",5/21/2002,10/13/1977,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
162.99,5/13/2004,10/13/1977,S,25001-50000,F,5,5,Partial College,Clerical,TRUE,3
"2,380.47",7/17/2003,10/15/1977,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
54.97,2/2/2004,10/15/1977,M,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
85.48,10/31/2003,10/15/1977,M,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"2,398.05",1/6/2004,10/18/1977,S,0-25000,M,0,0,High School,Manual,FALSE,2
"5,035.81",12/8/2001,10/19/1977,S,0-25000,M,0,0,High School,Manual,FALSE,2
7.28,4/10/2004,10/19/1977,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
157.96,8/24/2003,10/22/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
205.42,11/14/2003,10/22/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"2,528.33",11/5/2003,10/22/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
53.99,10/6/2003,10/22/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"4,659.80",11/15/2002,10/23/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
47.26,9/20/2003,10/23/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
14.98,10/25/2003,10/23/1977,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
29.99,12/26/2003,10/23/1977,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
85.48,9/15/2003,10/26/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
"2,992.33",7/5/2002,10/26/1977,S,0-25000,F,0,0,Partial College,Manual,FALSE,0
39.98,12/20/2003,10/27/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
71.58,4/14/2004,10/27/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"1,212.95",5/18/2004,10/27/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
23.78,10/29/2003,10/27/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
93.48,2/3/2004,10/27/1977,S,25001-50000,M,0,0,Bachelors ,Professional,FALSE,2
53.98,4/21/2004,11/1/1977,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
13.98,10/30/2003,11/1/1977,M,25001-50000,F,0,0,Bachelors ,Professional,FALSE,2
"4,715.70",10/26/2001,11/3/1977,M,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
4.99,9/28/2003,11/3/1977,M,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
49.97,5/14/2004,11/3/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
25.48,2/20/2004,11/3/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
39.98,12/4/2003,11/4/1977,M,25001-50000,M,5,5,Partial College,Clerical,TRUE,3
126.94,10/12/2003,11/5/1977,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
742.35,12/18/2003,11/5/1977,S,0-25000,M,0,0,Partial College,Manual,TRUE,0
119.72,12/4/2003,11/7/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
3.99,7/7/2004,11/7/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
111.95,1/1/2004,11/9/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
77.27,9/29/2003,11/10/1977,M,0-25000,M,0,0,High School,Manual,FALSE,2
39.99,3/28/2004,11/10/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"3,018.33",11/27/2002,11/11/1977,M,0-25000,M,0,0,High School,Manual,TRUE,2
37.29,2/25/2004,11/12/1977,S,25001-50000,M,5,5,Partial College,Clerical,TRUE,2
89.97,1/9/2004,11/12/1977,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"2,760.02",4/18/2003,11/12/1977,S,0-25000,F,0,0,High School,Manual,FALSE,2
71.58,12/13/2003,11/12/1977,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"3,764.07",2/11/2003,11/15/1977,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
69.99,5/17/2004,11/15/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"4,726.04",10/19/2001,11/16/1977,S,0-25000,M,0,0,Partial College,Manual,TRUE,0
14.98,2/15/2004,11/16/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,2
"4,733.75",10/11/2001,11/17/1977,S,0-25000,F,1,1,High School,Manual,FALSE,0
69.99,11/16/2003,11/17/1977,S,25001-50000,F,0,0,Bachelors ,Professional,FALSE,2
35,12/7/2003,11/18/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
23.78,11/1/2003,11/18/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
"3,071.01",9/4/2002,11/20/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
58.98,11/29/2003,11/20/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
32.28,4/9/2004,11/21/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
37.27,9/11/2003,11/21/1977,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
33.98,9/17/2003,11/21/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
59.98,10/25/2003,11/22/1977,S,0-25000,M,0,0,High School,Manual,TRUE,2
68.49,8/1/2003,11/22/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
7.28,3/12/2004,11/22/1977,M,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
63.97,5/9/2004,11/22/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
56.97,3/10/2004,11/23/1977,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
4.99,10/25/2003,11/23/1977,S,0-25000,F,0,0,High School,Manual,FALSE,1
48.97,5/8/2004,11/24/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
89.97,10/30/2003,11/24/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
49.48,7/23/2004,11/24/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
"2,374.23",7/23/2003,11/26/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
170.53,9/26/2003,11/26/1977,M,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
4.99,10/6/2003,11/26/1977,S,25001-50000,F,5,5,Partial College,Clerical,FALSE,3
38.98,10/3/2003,11/26/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
71.95,8/15/2003,12/1/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
32.6,11/21/2003,12/1/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
69.97,12/29/2003,12/5/1977,S,0-25000,M,0,0,High School,Manual,TRUE,1
"4,742.74",10/9/2001,12/6/1977,S,0-25000,F,1,1,High School,Manual,FALSE,0
"1,239.09",11/21/2001,12/6/1977,S,0-25000,M,1,1,High School,Manual,FALSE,0
53.99,12/16/2003,12/6/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
8.99,8/17/2003,12/8/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
"2,319.26",2/11/2004,12/10/1977,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
69.99,3/28/2004,12/10/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
6.28,1/12/2004,12/10/1977,S,25001-50000,M,5,5,Partial College,Clerical,TRUE,3
37.27,12/4/2003,12/10/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
84.92,8/2/2003,12/11/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"1,283.82",2/3/2004,12/11/1977,S,0-25000,M,0,0,Partial College,Manual,FALSE,0
"4,132.24",6/1/2002,12/12/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
71.48,11/11/2003,12/16/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
82.97,2/26/2004,12/17/1977,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
123.98,10/25/2003,12/17/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"2,806.53",3/1/2003,12/19/1977,S,0-25000,M,0,0,High School,Manual,TRUE,2
53.99,2/13/2004,12/22/1977,S,0-25000,F,0,0,High School,Manual,FALSE,1
69.99,1/20/2004,12/23/1977,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
4.99,12/11/2003,12/23/1977,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"1,735.98",4/14/2004,1/1/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"2,806.51",7/28/2002,1/2/1978,M,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
"3,578.27",12/6/2001,1/2/1978,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"1,700.99",6/21/2004,1/5/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
574.98,1/7/2004,1/5/1978,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
"1,155.48",10/3/2003,1/7/1978,S,25001-50000,F,4,4,Partial College,Clerical,FALSE,3
"2,822.76",11/14/2002,1/7/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
35.72,9/11/2003,1/12/1978,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
90.47,12/14/2003,1/14/1978,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
4.99,2/15/2004,1/14/1978,S,0-25000,M,0,0,High School,Manual,FALSE,1
69.99,1/6/2004,1/14/1978,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
46.47,9/19/2003,1/16/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
31.73,4/9/2004,1/17/1978,M,25001-50000,F,0,0,High School,Manual,FALSE,1
63.97,5/24/2004,1/19/1978,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
23.78,2/17/2004,1/19/1978,M,25001-50000,M,3,3,Partial College,Clerical,TRUE,3
742.35,3/16/2004,1/23/1978,M,0-25000,F,0,0,Partial College,Manual,TRUE,1
"4,514.77",12/23/2002,1/24/1978,S,0-25000,F,0,0,Partial College,Manual,TRUE,1
